Title,Release_Date,Color_BW,Genre,Language,Country,Rating,Lead_Actor,Director_Name,Lead_Actor_FB_Likes,Cast_FB_Likes,Director_FB_Likes,Movie_FB Likes,IMDb_Score,Total_Reviews,Duration_mins,Gross_Revenue_in_thousands ,Budget_in_thousands
Song One,7/3/2014,Color,Drama,English,USA,PG-13,Anne Hathaway,Kate Barker-Froyland,11000,12772,4,0,5.8,43,86,20.2,6000
St. Vincent,6/4/2014,Color,Comedy,English,USA,PG-13,Bill Murray,Theodore Melfi,13000,20330,51,33000,7.3,275,102,44134.898,13000
Still Alice,12/5/2014,Color,Drama,English,USA,PG-13,Kristen Stewart,Richard Glatzer,17000,19673,25,45000,7.5,309,101,18656.4,5000
Taken 3,3/19/2014,Color,Action,English,France,PG-13,Liam Neeson,Olivier Megaton,14000,16967,118,38000,6,222,115,89253.34,48000
Tammy,2/15/2014,Color,Comedy,English,USA,R,Gary Cole,Ben Falcone,989,2654,265,11000,4.9,148,100,84518.155,20000
Teenage Mutant Ninja Turtles,6/26/2014,Color,Action,English,USA,PG-13,Noel Fisher,Jonathan Liebesman,833,2690,473,62000,5.9,348,101,190871.24,125000
That Awkward Moment,3/14/2014,Color,Comedy,English,USA,R,Mackenzie Davis,Tom Gormican,363,1024,19,0,6.1,164,94,26049.082,8000
The Amazing Spider-Man 2,6/28/2014,Color,Action,English,USA,PG-13,Emma Stone,Marc Webb,15000,28631,464,41000,6.7,495,142,202853.933,200000
The Best of Me,11/8/2014,Color,Drama,English,USA,PG-13,Luke Bracey,Michael Hoffman,775,3197,97,19000,6.7,85,118,26761.283,26000
The Book of Life,6/9/2014,Color,Adventure,English,USA,PG,Channing Tatum,Jorge R. Gutiérrez,17000,19513,34,18000,7.3,156,95,50150.619,50000
The Boxtrolls,9/6/2014,Color,Adventure,English,USA,PG,Isaac Hempstead Wright,Graham Annable,874,3151,7,11000,6.8,219,96,50807.639,60000
The Equalizer,6/18/2014,Color,Action,English,USA,R,Denzel Washington,Antoine Fuqua,18000,37605,845,56000,7.2,292,132,101530.738,55000
The Expendables 3,8/26/2014,Color,Action,English,USA,PG-13,Jason Statham,Patrick Hughes,26000,52610,385,56000,6.1,320,131,39292.022,90000
The Fault in Our Stars,8/12/2014,Color,Drama,English,USA,PG-13,Shailene Woodley,Josh Boone,8000,10565,131,93000,7.8,326,133,124868.837,12000
The Gambler,11/6/2014,Color,Crime,English,USA,R,George Kennedy,Rupert Wyatt,3000,3784,81,0,6,175,111,33631.221,25000
The Giver,10/19/2014,Black and White,Drama,English,South Africa,PG-13,Jeff Bridges,Phillip Noyce,12000,36064,176,58000,6.5,198,97,45089.048,25000
The Grand Budapest Hotel,10/25/2014,Color,Adventure,English,USA,R,Bill Murray,Wes Anderson,13000,15082,0,149000,8.1,536,99,59073.773,25000
The Hobbit: The Battle of the Five Armies,7/30/2014,Color,Adventure,English,New Zealand,PG-13,Aidan Turner,Peter Jackson,5000,9152,0,65000,7.5,422,164,255108.37,250000
The Homesman,2/3/2014,Color,Drama,English,USA,R,Barry Corbin,Tommy Lee Jones,883,2896,0,0,6.6,208,122,2428.883,16000
The Hundred-Foot Journey,9/30/2014,Color,Comedy,English,USA,PG,Manish Dayal,Lasse Hallström,820,1484,529,55000,7.3,180,122,54235.441,22000
The Hunger Games: Mockingjay - Part 1,3/23/2014,Color,Adventure,English,USA,PG-13,Jennifer Lawrence,Francis Lawrence,34000,81385,508,52000,6.7,403,123,337103.873,125000
The Imitation Game,2/4/2014,Color,Biography,English,UK,PG-13,Benedict Cumberbatch,Morten Tyldum,19000,20295,77,165000,8.1,454,114,91121.452,14000
The Interview,5/6/2014,Color,Comedy,English,USA,R,James Franco,Evan Goldberg,11000,12239,133,50000,6.6,293,112,6105.175,44000
The Judge,12/22/2014,Color,Crime,English,USA,R,Robert Downey Jr.,David Dobkin,21000,30183,71,47000,7.4,276,141,47105.085,50000
The Legend of Hercules,10/29/2014,Color,Action,English,USA,PG-13,Roxanne McKee,Renny Harlin,576,1520,212,12000,4.2,156,99,18821.279,70000
The Lego Movie,2/2/2014,Color,Action,English,Australia,PG,Morgan Freeman,Phil Lord,11000,22128,97,64000,7.8,435,100,257756.197,60000
The Maze Runner,9/16/2014,Color,Action,English,USA,PG-13,Ki Hong Lee,Wes Ball,988,1783,47,38000,6.8,297,113,102413.606,34000
The Monuments Men,11/12/2014,Color,Drama,English,USA,PG-13,Bill Murray,George Clooney,13000,27674,0,34000,6.1,371,118,78031.62,70000
The November Man,2/19/2014,Color,Action,English,USA,R,Luke Bracey,Roger Donaldson,775,3033,79,0,6.3,172,108,24984.868,15000
The Nut Job,8/23/2014,Color,Adventure,English,Canada,PG,Liam Neeson,Peter Lepeniotis,14000,18795,7,0,5.8,121,85,64238.77,42000
The Other Woman,3/29/2014,Color,Comedy,English,USA,PG-13,Don Johnson,Nick Cassavetes,982,2357,415,16000,6,191,109,83906.114,40000
The Purge: Anarchy,3/12/2014,Color,Action,English,USA,R,Noel Gugliemi,James DeMonaco,2000,6807,65,15000,6.5,285,103,71519.23,9000
The Theory of Everything,1/23/2014,Color,Biography,English,UK,PG-13,Eddie Redmayne,James Marsh,13000,14100,120,90000,7.7,419,123,35887.263,15000
The Water Diviner,9/10/2014,Color,Drama,English,Australia,R,Cem Yilmaz,Russell Crowe,523,1795,0,18000,7.1,183,111,4190.53,22500
Think Like a Man Too,10/15/2014,Color,Comedy,English,USA,PG-13,Romany Malco,Tim Story,966,4830,167,3000,5.7,52,106,65182.182,24000
This Is Where I Leave You,9/1/2014,Color,Comedy,English,USA,R,Tina Fey,Shawn Levy,2000,4662,189,14000,6.6,156,103,34290.142,19800
Top Five,5/4/2014,Color,Comedy,English,USA,R,Rosario Dawson,Chris Rock,3000,5592,0,0,6.5,161,102,25277.561,12000
Top Spin,3/15/2014,Color,Documentary,English,USA,,Ariel Hsing,Sara Newens,0,0,0,116,7.1,18,80,5.858,150
Transcendence,2/21/2014,Color,Drama,English,UK,PG-13,Johnny Depp,Wally Pfister,40000,54031,0,37000,6.3,355,119,23014.504,100000
Transformers: Age of Extinction,4/23/2014,Color,Action,English,USA,PG-13,Bingbing Li,Michael Bay,974,3988,0,56000,5.7,378,165,245428.137,210000
Tusk,8/9/2014,Color,Comedy,English,USA,R,Johnny Depp,Kevin Smith,40000,43810,0,20000,5.4,254,102,1821.983,3000
Unbroken,5/8/2014,Color,Biography,English,USA,PG-13,Finn Wittrock,Angelina Jolie Pitt,769,2938,11000,35000,7.2,322,137,115603.98,65000
Unfriended,7/10/2014,Color,Horror,English,USA,R,Shelley Hennig,Levan Gabriadze,707,1565,6,13000,5.7,270,83,31537.32,1000
When the Game Stands Tall,6/3/2014,Color,Drama,English,USA,PG,Jessie T. Usher,Thomas Carter,116,525,49,0,6.7,50,115,30127.963,15000
While We're Young,12/17/2014,Color,Comedy,English,USA,R,Naomi Watts,Noah Baumbach,6000,6322,387,0,6.3,270,97,7574.066,10000
Whiplash,4/27/2014,Color,Drama,English,USA,R,J.K. Simmons,Damien Chazelle,24000,26495,141,129000,8.5,535,107,13092,3300
Wild,6/12/2014,Color,Adventure,English,USA,R,Michiel Huisman,Jean-Marc Vallée,2000,4896,212,38000,7.1,349,115,37877.959,15000
Winter's Tale,4/4/2014,Color,Drama,English,USA,PG-13,Matt Bomer,Akiva Goldsman,20000,22447,167,17000,6.2,189,118,22.451,60000
Wish I Was Here,2/4/2014,Color,Comedy,English,USA,R,Jim Parsons,Zach Braff,17000,18947,0,0,6.7,149,106,3588.432,6000
X-Men: Days of Future Past,10/28/2014,Color,Action,English,USA,PG-13,Jennifer Lawrence,Bryan Singer,34000,91434,0,82000,8,539,149,233914.986,200000
10 Days in a Madhouse,5/6/2015,Color,Drama,English,USA,R,Christopher Lambert,Timothy Hines,1000,2059,0,26000,7.5,1,111,14.616,12000
90 Minutes in Heaven,9/29/2015,Color,Drama,English,USA,PG-13,Hayden Christensen,Michael Polish,4000,6617,35,0,4.6,12,121,4700.361,5000
Aloha,2/7/2015,Color,Comedy,English,USA,PG-13,Emma Stone,Cameron Crowe,15000,44037,488,11000,5.4,138,105,20991.497,37000
Alvin and the Chipmunks: The Road Chip,3/5/2015,Color,Adventure,English,USA,PG,Bella Thorne,Walt Becker,35000,38450,12,0,5,70,92,85884.815,90000
Anomalisa,7/20/2015,Color,Animation,English,USA,R,Jennifer Jason Leigh,Duke Johnson,1000,1442,26,0,7.3,328,90,3442.82,8000
Antarctic Edge: 70° South,2/22/2015,Color,Adventure,English,USA,,Naderev Sano,Dena Seidel,0,0,0,215,7,5,72,4.914,150
Ant-Man,2/5/2015,Color,Action,English,USA,PG-13,Judy Greer,Peyton Reed,2000,5730,235,61000,7.4,517,117,180191.634,130000
Avengers: Age of Ultron,2/20/2015,Color,Action,English,USA,PG-13,Chris Hemsworth,Joss Whedon,26000,92000,0,118000,7.5,635,141,458991.599,250000
Baahubali: The Beginning,6/27/2015,Color,Action,Telugu,India,,Tamannaah Bhatia,S.S. Rajamouli,218,554,50,21000,8.4,44,159,6498,18026.148
Black Mass,4/21/2015,Color,Biography,English,USA,R,Johnny Depp,Scott Cooper,40000,63769,108,44000,7,391,123,62563.543,53000
Blackhat,9/10/2015,Color,Action,English,USA,R,Chris Hemsworth,Michael Mann,26000,28129,0,11000,5.4,261,133,7097.125,70000
Bridge of Spies,4/5/2015,Color,Drama,English,USA,PG-13,Tom Hanks,Steven Spielberg,15000,16944,14000,55000,7.6,459,142,72306.065,40000
Brooklyn,6/9/2015,Color,Drama,English,UK,PG-13,Julie Walters,John Crowley,838,995,34,36000,7.5,351,111,38317.535,11000
Brotherly Love,7/11/2015,Color,Drama,English,USA,R,Logan Browning,Jamal Hill,628,4249,47,1000,7.2,10,89,444.044,1900
Burnt,7/28/2015,Color,Comedy,English,USA,R,Bradley Cooper,John Wells,14000,16926,53,25000,6.6,175,101,13650.738,20000
By the Sea,6/26/2015,Color,Drama,English,USA,R,Brad Pitt,Angelina Jolie Pitt,11000,22319,11000,0,5.3,131,122,531.009,10000
Captive,12/20/2015,Color,Crime,English,USA,PG-13,David Oyelowo,Jerry Jameson,1000,2739,5,0,5.3,39,97,2557.668,2000
Censored Voices,9/29/2015,Color,Documentary,Hebrew,Israel,,Amos Oz,Mor Loushy,3,3,0,111,7.2,23,84,34.151,450
Chappie,9/7/2015,Color,Action,English,USA,R,Hugh Jackman,Neill Blomkamp,20000,23051,662,67000,6.9,371,120,31569.268,49000
Child 44,10/3/2015,Color,Crime,English,Czech Republic,R,Tom Hardy,Daniel Espinosa,27000,27666,79,18000,6.4,172,137,1206.135,50000
Cinderella,1/8/2015,Color,Drama,English,USA,PG,Hayley Atwell,Kenneth Branagh,2000,4671,0,56000,7,343,105,201148.159,95000
Concussion,12/5/2015,Color,Biography,English,UK,PG-13,Will Smith,Peter Landesman,10000,13371,15,23000,7.1,219,123,34531.832,35000
Courage,6/23/2015,Color,Biography,English,USA,PG,Donny Boaz,Angelo Pizzo,2000,3384,14,0,7,27,118,2246,20000
Creative Control,9/1/2015,Color,Drama,English,USA,R,Nora Zehetner,Benjamin Dickinson,446,928,4,793,5.5,36,97,62.48,1000
Creed,2/2/2015,Color,Drama,English,USA,PG-13,Sylvester Stallone,Ryan Coogler,13000,15106,0,70000,7.7,437,133,109712.885,35000
Daddy's Home,5/22/2015,Color,Comedy,English,USA,PG-13,Will Ferrell,Sean Anders,8000,10886,51,13000,6.1,145,96,150315.155,50000
Danny Collins,5/8/2015,Color,Comedy,English,USA,R,Al Pacino,Dan Fogelman,14000,18712,102,0,7.1,139,106,5348.317,10000
Do You Believe?,9/23/2015,Color,Drama,English,USA,PG-13,Alexa PenaVega,Jon Gunn,2000,6752,16,13000,5.9,11,120,12985.267,2300
Dope,2/26/2015,Color,Comedy,English,USA,R,Kimberly Elise,Rick Famuyiwa,637,1342,44,23000,7.3,180,103,17474.107,7000
Dragon Blade,8/19/2015,Color,Action,Mandarin,China,R,Si Won Choi,Daniel Lee,21,58,10,0,6.1,68,103,72.413,65000
Everest,7/2/2015,Color,Adventure,English,UK,PG-13,Michael Kelly,Baltasar Kormákur,963,2131,175,40000,7.1,361,121,43247.14,55000
Ex Machina,2/11/2015,Black and White,Drama,English,UK,R,Elina Alminas,Alex Garland,149,430,232,109000,7.7,489,108,25440.971,15000
Fantastic Four,3/6/2015,Color,Action,English,USA,PG-13,Tim Blake Nelson,Josh Trank,596,1261,128,41000,4.3,369,100,56114.221,120000
Fifty Shades of Grey,3/14/2015,Color,Drama,English,USA,R,Jennifer Ehle,Sam Taylor-Johnson,1000,4585,456,101000,4.1,362,129,166147.885,40000
Focus,6/20/2015,Color,Comedy,English,USA,R,Will Smith,Glenn Ficarra,10000,11943,43,23000,6.6,279,105,53846.915,50100
Freeheld,9/25/2015,Color,Biography,English,USA,PG-13,Steve Carell,Peter Sollett,7000,9660,6,0,6.5,133,103,532.988,7000
Furious 7,1/8/2015,Color,Action,English,USA,PG-13,Jason Statham,James Wan,26000,79150,0,94000,7.2,424,140,350034.11,190000
Get Hard,6/26/2015,Color,Comedy,English,USA,R,Will Ferrell,Etan Cohen,8000,12556,164,14000,6,173,107,90353.764,40000
Goosebumps,8/18/2015,Color,Adventure,English,USA,PG,Odeya Rush,Rob Letterman,2000,5497,11,35000,6.4,218,103,80021.74,58000
Green Room,8/14/2015,Color,Crime,English,USA,R,Alia Shawkat,Jeremy Saulnier,727,1836,57,10000,7.1,322,95,3219.029,5000
Home,1/2/2015,Color,Adventure,English,USA,PG,Jim Parsons,Tim Johnson,17000,17883,12,26000,6.7,165,94,177343.675,135000
Hot Pursuit,1/27/2015,Color,Action,English,USA,PG-13,Jim Gaffigan,Anne Fletcher,472,1679,98,0,5.1,155,87,34507.079,35000
Hot Tub Time Machine 2,5/3/2015,Color,Comedy,English,USA,R,Adam Scott,Steve Pink,3000,4702,38,0,5.1,107,99,12282.677,14000
Hotel Transylvania 2,11/18/2015,Color,Animation,English,USA,PG,Steve Buscemi,Genndy Tartakovsky,12000,26839,266,16000,6.7,152,89,169692.572,80000
In the Heart of the Sea,8/29/2015,Color,Action,English,USA,PG-13,Chris Hemsworth,Ron Howard,26000,28328,2000,27000,7,289,122,24985.612,100000
Inside Out,4/10/2015,Color,Adventure,English,USA,PG,Amy Poehler,Pete Docter,1000,2944,0,118000,8.3,536,95,356454.367,175000
Insidious: Chapter 3,11/2/2015,Color,Fantasy,English,Canada,PG-13,Lin Shaye,Leigh Whannell,852,2426,482,29000,6.1,242,97,52200.504,10000
Insurgent,1/27/2015,Color,Adventure,English,USA,PG-13,Kate Winslet,Robert Schwentke,14000,22622,124,27000,6.3,263,119,129995.817,110000
Ip Man 3,5/6/2015,Color,Action,Cantonese,Hong Kong,PG-13,Mike Tyson,Wilson Yip,461,615,25,12000,7.2,78,105,2126.511,36000
Joy,12/6/2015,Color,Biography,English,USA,PG-13,Jennifer Lawrence,David O. Russell,34000,75793,737,24000,6.6,315,124,56443.482,60000
Jupiter Ascending,2/8/2015,Color,Action,English,USA,PG-13,Channing Tatum,Lana Wachowski,17000,47334,0,44000,5.4,384,127,47375.327,176000
Jurassic World,7/3/2015,Color,Action,English,USA,PG-13,Bryce Dallas Howard,Colin Trevorrow,3000,8458,365,150000,7,644,124,652177.271,150000
Krampus,10/8/2015,Color,Comedy,English,USA,PG-13,Adam Scott,Michael Dougherty,3000,4567,66,27000,6.2,198,98,42592.53,15000
Legend,9/8/2015,Color,Biography,English,UK,R,Tom Hardy,Brian Helgeland,27000,27659,241,43000,7,260,132,1865.774,30000
Little Boy,2/24/2015,Color,Drama,English,Mexico,PG-13,Tom Wilkinson,Alejandro Monteverde,1000,5705,38,15000,7.4,45,106,6420.319,20000
Love the Coopers,6/9/2015,Color,Comedy,English,USA,PG-13,Olivia Wilde,Jessie Nelson,10000,10691,24,0,5.7,97,107,26284.475,17000
Mad Max: Fury Road,4/2/2015,Color,Action,English,Australia,R,Tom Hardy,George Miller,27000,40025,750,191000,8.1,739,120,153629.485,150000
Maggie,11/12/2015,Color,Drama,English,USA,PG-13,Joely Richardson,Henry Hobson,584,1885,9,22000,5.6,256,95,131.175,8500
Magic Mike XXL,3/22/2015,Color,Comedy,English,USA,R,Matt Bomer,Gregory Jacobs,20000,38963,13,41000,5.7,222,115,66009.973,14800
Max,8/20/2015,Color,Adventure,English,USA,PG,Jay Hernandez,Boaz Yakin,1000,2851,132,33000,6.8,61,111,42652.003,20000
"McFarland, USA",7/9/2015,Color,Biography,English,USA,PG,Morgan Saylor,Niki Caro,427,952,51,21000,7.4,113,129,44469.602,17000
Mi America,8/8/2015,Color,Crime,English,USA,R,Michael Derek,Robert Fontaine,128,214,7,305,7.2,4,125,3.33,2100
Minions,8/4/2015,Color,Action,English,USA,PG,Steve Carell,Kyle Balda,7000,13616,22,70000,6.4,308,91,336029.56,74000
Mission: Impossible - Rogue Nation,10/27/2015,Color,Action,English,China,PG-13,Tom Cruise,Christopher McQuarrie,10000,21840,188,47000,7.4,465,131,195000.874,150000
Mortdecai,3/14/2015,Color,Action,English,UK,R,Johnny Depp,David Koepp,40000,42683,192,12000,5.5,181,107,7605.668,60000
No Escape,1/12/2015,Color,Action,English,USA,R,Sterling Jerins,John Erick Dowdle,155,259,66,16000,6.8,203,103,27285.953,5000
Our Brand Is Crisis,10/6/2015,Color,Comedy,English,USA,R,Dominic Flores,David Gordon Green,1000,3944,234,0,6.1,125,107,6998.324,28000
Pan,2/20/2015,Color,Adventure,English,USA,PG,Hugh Jackman,Joe Wright,20000,21393,456,24000,5.8,256,111,34964.818,150000
Paper Towns,10/13/2015,Color,Drama,English,USA,PG-13,Nat Wolff,Jake Schreier,733,2753,14,0,6.4,191,109,31990.064,12000
Paul Blart: Mall Cop 2,12/12/2015,Color,Action,English,USA,PG,D.B. Woodside,Andy Fickman,598,3552,99,8000,4.4,76,94,71038.19,30000
Pitch Perfect 2,4/12/2015,Color,Comedy,English,USA,PG-13,Anna Kendrick,Elizabeth Banks,10000,13159,0,40000,6.5,221,115,183436.38,29000
Pixels,6/9/2015,Color,Action,English,USA,PG-13,Peter Dinklage,Chris Columbus,22000,35367,0,39000,5.6,253,106,78747.585,88000
Point Break,10/10/2015,Color,Action,English,USA,PG-13,Ray Winstone,Ericson Core,1000,3962,19,37000,5.3,163,114,28772.222,105000
Project Almanac,4/5/2015,Color,Sci-Fi,English,USA,PG-13,Gary Weeks,Dean Israelite,452,1819,16,0,6.4,177,106,22331.028,12000
Road Hard,11/3/2015,Color,Comedy,English,USA,,Jay Mohr,Adam Carolla,563,2628,102,212,6.1,14,98,105.943,1500
Room,7/9/2015,Color,Drama,English,Ireland,R,Joan Allen,Lenny Abrahamson,805,2499,412,72000,8.3,421,118,14677.654,13000
Run All Night,10/7/2015,Color,Action,English,USA,R,Liam Neeson,Jaume Collet-Serra,14000,16992,174,15000,6.6,236,114,26442.251,50000
San Andreas,9/16/2015,Color,Action,English,USA,PG-13,Dwayne Johnson,Brad Peyton,12000,16718,62,52000,6.1,358,114,155181.732,110000
Self/less,6/2/2015,Color,Action,English,USA,PG-13,Ryan Reynolds,Tarsem Singh,16000,17847,763,11000,6.5,178,117,12276.81,26000
Sicario,11/14/2015,Color,Action,English,USA,R,Edgar Arreola,Denis Villeneuve,455,1467,777,59000,7.6,478,121,46875.468,30000
Sinister 2,2/6/2015,Color,Horror,English,USA,R,Laila Haley,Ciarán Foy,1000,2403,11,13000,5.2,189,97,27736.779,10000
Southpaw,5/12/2015,Color,Drama,English,USA,R,Jake Gyllenhaal,Antoine Fuqua,15000,16881,845,44000,7.5,305,124,52418.902,30000
Spectre,6/9/2015,Color,Action,English,UK,PG-13,Christoph Waltz,Sam Mendes,11000,11700,0,85000,6.8,602,148,200074.175,245000
Spotlight,4/3/2015,Color,Biography,English,USA,R,Billy Crudup,Tom McCarthy,745,1058,310,80000,8.1,474,128,44988.18,20000
Steve Jobs,6/26/2015,Color,Biography,English,UK,R,Kate Winslet,Danny Boyle,14000,28933,0,23000,7.2,412,122,17750.583,30000
Stonewall,1/26/2015,Color,Drama,English,USA,R,Jeremy Irvine,Roland Emmerich,25000,26176,776,0,4.5,74,129,186.354,13500
Straight Outta Compton,3/8/2015,Color,Biography,English,USA,R,Aldis Hodge,F. Gary Gray,559,2702,473,76000,7.9,349,167,161029.27,28000
Ted 2,11/13/2015,Color,Comedy,English,USA,R,Liam Neeson,Seth MacFarlane,14000,30010,3000,30000,6.4,280,125,81257.5,68000
Terminator Genisys,6/15/2015,Color,Action,English,USA,PG-13,J.K. Simmons,Alan Taylor,24000,38873,230,82000,6.6,474,126,89732.035,155000
The 33,12/2/2015,Color,Biography,English,Chile,PG-13,Marco Treviño,Patricia Riggen,562,2230,36,0,6.9,120,127,12188.642,26000
The Age of Adaline,10/5/2015,Color,Drama,English,USA,PG-13,Harrison Ford,Lee Toland Krieger,11000,15327,43,34000,7.2,214,112,42478.175,25000
The Assassin,1/3/2015,Color,Action,Mandarin,Taiwan,Not Rated,Qi Shu,Hsiao-Hsien Hou,1000,1172,141,0,6.4,205,105,613.556,15000
The Big Short,4/30/2015,Color,Biography,English,USA,R,Ryan Gosling,Adam McKay,33000,57308,285,99000,7.8,426,130,70235.322,28000
The Boy Next Door,8/5/2015,Color,Mystery,English,USA,R,Ryan Guzman,Rob Cohen,3000,4807,357,8000,4.6,149,91,35385.56,4000
The Diary of a Teenage Girl,1/7/2015,Color,Drama,English,USA,R,Alexander Skarsgård,Marielle Heller,10000,11184,22,0,6.9,168,102,1477.002,2000
The DUFF,12/29/2015,Color,Comedy,English,USA,PG-13,Bella Thorne,Ari Sandel,35000,36892,17,8000,6.5,132,101,34017.854,8500
The Gallows,12/24/2015,Color,Horror,English,USA,R,Pfeifer Brown,Travis Cluff,220,276,3,0,4.2,159,81,22757.819,100
The Gift,10/15/2015,Color,Mystery,English,USA,R,Busy Philipps,Joel Edgerton,1000,3215,0,15000,7.1,297,108,43771.291,5000
The Gunman,8/27/2015,Color,Action,English,USA,R,Ray Winstone,Pierre Morel,1000,1686,180,0,5.8,224,115,10640.645,40000
The Hateful Eight,2/2/2015,Color,Crime,English,USA,R,Craig Stark,Quentin Tarantino,46000,49912,16000,114000,7.9,596,187,54116.191,44000
The Hunger Games: Mockingjay - Part 2,1/28/2015,Color,Adventure,English,USA,PG-13,Jennifer Lawrence,Francis Lawrence,34000,81385,508,38000,6.6,389,137,281666.058,160000
The Intern,12/7/2015,Color,Comedy,English,USA,PG-13,Robert De Niro,Nancy Meyers,22000,36010,278,54000,7.2,241,121,75274.748,35000
The Last Witch Hunter,2/24/2015,Color,Action,English,USA,PG-13,Vin Diesel,Breck Eisner,14000,16922,42,21000,6,202,106,27356.09,90000
The Lazarus Effect,2/15/2015,Color,Horror,English,USA,PG-13,Olivia Wilde,David Gelb,10000,11771,26,0,5.2,152,83,25799.043,3300
The Little Prince,6/18/2015,Color,Adventure,English,France,PG,Jeff Bridges,Mark Osborne,12000,30230,54,31000,7.8,119,108,1339.152,81200
The Longest Ride,1/12/2015,Color,Drama,English,USA,PG-13,Tiago Riani,George Tillman Jr.,989,3386,88,23000,7.1,117,128,37432.299,34000
The Man from U.N.C.L.E.,6/28/2015,Color,Action,English,USA,PG-13,Henry Cavill,Guy Ritchie,15000,15735,0,43000,7.3,362,116,45434.443,75000
The Martian,5/28/2015,Color,Adventure,English,USA,PG-13,Matt Damon,Ridley Scott,13000,14831,0,153000,8.1,568,151,228430.993,108000
The Peanuts Movie,4/15/2015,Color,Adventure,English,USA,G,Francesca Capaldi,Steve Martino,144,309,20,33000,7.2,208,88,130174.897,99000
The Revenant,6/16/2015,Color,Adventure,English,USA,R,Leonardo DiCaprio,Alejandro G. Iñárritu,29000,57108,0,190000,8.1,556,156,183635.922,135000
The Scorch Trials,6/17/2015,Color,Action,English,USA,PG-13,Ki Hong Lee,Wes Ball,988,2517,47,24000,6.4,249,132,81687.587,61000
The Second Best Exotic Marigold Hotel,5/25/2015,Color,Comedy,English,UK,PG,Tina Desai,John Madden,220,583,108,21000,6.6,158,122,33071.558,10000
The Second Mother,2/3/2015,Color,Comedy,Portuguese,Brazil,R,Alex Huszar,Anna Muylaert,61,76,9,0,7.9,111,112,375.723,4000
